userName,score,at,content
Aprilia Maria,1,2023-10-31 23:41:35,"Malah lebih kacau .... Mau pakai paylater susah banget, ketika mau bayar malah gak bisa. Sampai hari tgl jatuh tempo gangguan terus Akhirnya denda ditanggung oleh saya, padahal saya sudah mau bayar dari jauh2 tapii aplikasi yg bermasalah. Kalau masalah jaringan internet saya, jaringan saya bagus dan lancar"
Eneng Siti Maryam,5,2023-10-31 23:37:08,Sangat membantu
Ax Mobile apps 93,5,2023-10-31 23:25:41,Bagus
Shiro Hadex,1,2023-10-31 23:08:53,"Gojek skrng pelayanannya kurang... Bnyak driver, trutama d daerah Padang itu tidak mau mngambil orderan yg dekat... Pdahal kta jg butuh walaupun dekat...  Harap d tingkatkan lg pelayanannyaa"
Hani Trilaksono,5,2023-10-31 23:04:00,Puas
Agus Riyanto,5,2023-10-31 22:59:12,Semoga bermanfaat untuk semua orang
Dunia Game,5,2023-10-31 22:35:51,bagus
Mona Monalisa,5,2023-10-31 22:34:17,Baik
Retno Nurmalita,1,2023-10-31 22:28:50,Gopaylater tagihannya ga pernah telat bayar. Tapi abis di bayar malah ga bisa di pakai untuk beli pulsa atau paket data. Cuma bisa pakai untuk gofood atau kendaraan aja. Gimna sih ini??
Bayu Nugroho,1,2023-10-31 22:26:38,Tadinya saya pengguna setia gojek tapi saya lihat berita nanti gojek bisa GoRide nego saya pake gojek karna pengen gk ribet eh malah jadi ribet pindah ke MAXIM aja lah kalo gini mah gak ribet in customer semoga aja gojek gk mengadakan sistem GoRide nego ini karna kalo tarif yang di bayar customer gede tapi di terima bapak driver gojek nya kecil buat apa?? Fix auto uninstall gojek lah bintang 1 cukup yaa saya akan rubah kalau sistem itu tidak jadi di terapkan sekian Terimakasih
Sarip Hidayat Sarip,5,2023-10-31 22:05:25,Oke baik
Mochamad Arifin,5,2023-10-31 21:35:09,Oke banget
AR Nico,5,2023-10-31 20:54:46,Mantap
Ondang 01,3,2023-10-31 20:51:39,Kawasaaasaan qrrswsr sraswtstaad si aassastsrstwdaaara arasa
Rosyid Fathoni,5,2023-10-31 20:49:07,Keren
kuro kuro84,1,2023-10-31 20:35:31,"Saldo di akun gopay isi malam pagi nya ludes.aplikasi ini ternyata memiliki keamanan yg tipis. Saldo hilang aneh nya riwayat atau data transaksi tak bisa di buka.sehingga menyulitkan nasabah untuk membuat laporan.kirim laporan via email,tetapi nggak ada tanggapan.lalu costumer seperti kita harus mengadu kemana?? Bukan masalah nominal nya,tetapi jika kejadian ini berulang,apa mesti harus ikhlas kembali???"
Aditya Ardhana,1,2023-10-31 20:28:19,Paret
Wachyo Yono,4,2023-10-31 20:04:35,kalo malem taripnya di perbaharui kasian jalannya banyak portal di tutup jadi muter
Dedy Harsono,1,2023-10-31 19:29:48,Bayar ga pernah telat malah sekarang ga bisa di pake
Sayyid Waliyul Mulki Alaydrus,2,2023-10-31 19:03:23,"Kenaapa gagal semua tf saya ke bank saya sendiri, tlg update kedepan bukan malah sussh di gunakan apk Gojeknya, Terima kasih"
Alfred P. Simorangkir,1,2023-10-31 18:39:49,salah menu nya pesan ayam dan mie malah 22 ayam
Machsunah Munawaroh (Una),2,2023-10-31 18:27:28,"Ribet bener mau tranfer gopay ke temen atau refund ke akun bank, masah sedang perbaikan terus"
Hawai Bubbledrink,1,2023-10-31 18:22:52,bayar tagihan gopay later gk pernah telat...malah di bekukan limitnya...parah
selebes indonesia,4,2023-10-31 18:16:25,Lebih baik lagi
Yonorudi Rudi,5,2023-10-31 18:11:40,mantap
Minions Chanel,5,2023-10-31 17:42:34,oke
anadn dwiyanto,5,2023-10-31 16:51:12,Membantu
Neo Dachrul,1,2023-10-31 16:38:45,saya coba pesan GoRide electrik dapet nya lama banget dan juga saya coba pesan Gocar LUXE dapet nya lama banget
hafizh satrio,1,2023-10-31 16:38:07,"Katanya isi survey dpet 35k, mana?"
Kucing Meongg,1,2023-10-31 16:24:35,Akun gw ke PM bagimana
Feti Linasari,1,2023-10-31 16:10:59,ganti nomor hp saldo gopay raib!! 👎 sangat tidak mutu.
Bowibowo 93,5,2023-10-31 15:55:46,Lagi eror apa ngapain ini co
Multi,5,2023-10-31 15:51:52,Sangat membantu
GROSIR ACEH,5,2023-10-31 15:47:17,Ya tompul
Beny Arianto,5,2023-10-31 15:25:06,The best
quntul qurawa,1,2023-10-31 14:56:11,Parah sekarang mah berat di ongkir nya mahaaaaall... un instal saja lah
Q Rizky26,5,2023-10-31 14:50:10,oke mantap
Aris Setyowibowo,5,2023-10-31 14:43:13,Mntap
Febri Pulungan,1,2023-10-31 14:40:42,"Udah sakarepe udel e dewe ininyg punya aplikasi, promo/diskon tiba2 di batalin sepihak padahal promo masih berjalan aplikasi hanya klik bait buat isi saldo yg ngak kana busa di kapai karena kurang dan promo tidak akan jalan sekali wes kapok AKU, yg saya maksudkan disini bukan vocher untuk GO-RIDE tapi untuk GoFOOD promo potongan padahal semua syarat terpenuhi termasuk jam saldo gopay tapi tidak bisa di pakai promo kan itu bisa dinamakan penipuan memang apps Gojek bisa menghentikan promo sepihak"
Petra Immanuel,5,2023-10-31 14:37:43,Bagus
Aditya Pratama,5,2023-10-31 14:29:31,Transportasi yg mendukung aktifitas bekerja
lenisari,3,2023-10-31 14:22:34,"Awal² bagus performanya, tapi makin kesini harga makin naik aja"
Muhamad Sukray,5,2023-10-31 14:18:30,Ok
Bea Iskandar,5,2023-10-31 14:14:24,"Sangat mengecewakan , karena tadi sore aku pesan grab mobil dari Lippo Thamrin menuju carrefour Lebak Bulus , setelah menunggu kurang lebih 15 menit , tiba2 dibatalkan sepihak kapok aku pakai grab lg"
hariadi hery,5,2023-10-31 14:08:50,Ok
Jancok Surabaya,5,2023-10-31 14:04:53,Makin bagus apilikasinya
5B_Selvia Rosa Lita,1,2023-10-31 14:01:11,"Tidak bisa masuk akun, tidak ada penyelesaian masalah. Slow respon Pdhl masih ada saldo Rugi saya"
wong endel,5,2023-10-31 13:37:43,Mantaaaaaabbbbbbb
Ryan Setdah,3,2023-10-31 13:31:52,"Halo Gojek, tolong update informasi tntang drivernya, fotonya siapa yang datang siapa atau plat no kend berbeda, takut tindak kejahatan. Apalagi udah ada beberapa kasus. Kalau gofood sih mungkin gpp tapi untuk gojeknya takut nanti diarahin ke lain jalan."
Maulana Yusup BAH,5,2023-10-31 13:23:15,Ok
hairo hirohoto,5,2023-10-31 13:20:32,ok mantapp
Red VeiL,1,2023-10-31 13:20:22,"Transaksi tagihan WiFi pake Gopay gagal, tapi saldo kepotong, pas ditanya Ama provider ternyata emang belum masuk, mau komplain tapi gk ada nomor call center nya GOJEK"
Hasatama Hikmah,5,2023-10-31 13:07:31,Mantapzzzzz
Yudha Arifullah,5,2023-10-31 13:04:32,Dah lah bagi aja
Ali Indra Hafiz,1,2023-10-31 12:59:01,"Pengantaran go food lama, jarak cuma berapa ratus meter promo tiba2 hilang pas dipake. Gimana ini?????"
deny,5,2023-10-31 12:48:16,The best
Indra Story,1,2023-10-31 12:47:36,"Sekang gojek makin parah,"
pakmuhemin 165,5,2023-10-31 12:47:10,Mantapppp
Rengga Hermawan,5,2023-10-31 12:44:35,Aplikasi transportasi terbaik di indonesia. Semoga desain interface aplikasinya bisa lebih baik
supriyadi priyadi,5,2023-10-31 12:42:16,Profesional kfc
Gilang Lenardo,5,2023-10-31 12:41:18,Ok
Dita Slamet,5,2023-10-31 12:34:58,Memudahkan segala urusan
Yasser warkop betta farm,1,2023-10-31 12:34:09,Tolong lebih memperhatikan drivernya jgn hanya mencari keuntungan...tanpa mereka kalian tidak akan sehebat sekarang
Priambodo Keyzia,5,2023-10-31 12:27:14,Mudah dan terpercaya
Afit Rtne,5,2023-10-31 12:26:25,Sangat membatu perjalanan
Yana Aja,5,2023-10-31 12:25:30,Suka
Asep Supriyadi,5,2023-10-31 12:25:06,Terus berkembang lebih baik
Isyan Maulana,1,2023-10-31 12:21:12,Lag
Sri Nugrahanti,4,2023-10-31 12:19:43,Mehong skrg
Kharis Ismail,1,2023-10-31 12:19:16,Kecewa
Riski Ananda,5,2023-10-31 12:18:39,Transaksi lebih mudah terpercaya
suyat minto,5,2023-10-31 12:12:18,"Ok mantabz..,👍"
Channel Azril,1,2023-10-31 12:10:50,"Saya beli token listrik,kenapa lama sekali masuk nya.padahal biaya sudah di potong,tapi pemberitahuan token masuk belum ada"
Romansyah Agus,5,2023-10-31 12:09:49,Sil bagus buat treranportasi jadi mudah da aman
moch suriawan,4,2023-10-31 12:06:19,Situasi darurat sangat bermanfaat
Rina Marsela Oktavianti,1,2023-10-31 12:03:20,Parah gojek saya gabisa dibuka malah tetep di logo gojeknya. Udah uninstall brp kali pun tetep gtu
Abcd Efgh,1,2023-10-31 11:57:05,"makin lemot, bayar pay later aja susahh."
Ben 11,1,2023-10-31 11:50:38,"Mau ganti no di persulit,suruh nunggu 30 jam terus2an,posisinya saya beda hp,jd harus login ulang"
ridwan septa kurniangga,3,2023-10-31 11:49:43,"susah banget nyambung ke driver. gomart pesanan salah,driver dihubungi susah, centang satu mulu,ditelpon berdering no respon,ini nomer drivernya berapa juga gatau. giliran di cancel driver marah² . entah aplikasi nya atau drivernya yg kurang bagus gatau ."
Septi Safitry,5,2023-10-31 11:46:00,"Saya sudah lama memakai apk ini, ini sangat membantu saya, dan sangat berterimakasih sekali untuk ini, semoga go pinjam saya bisa segera di gunakan"
Aditia Kawe,1,2023-10-31 11:45:38,Ngeblank
Jen Jen,1,2023-10-31 11:42:37,"Ga jelas!!! Respon lama bisa berjam-jam Saya bayar tagihan Tokopedia di gojek karena di Tokopedia sudah terhubung sama gojek tida kayak dulu terpisah pinjamannya ,dan saya mau bayar semua dengan via gopay di gojek. Udh di coba pertama 1 tagihan dulu berhasil dan masuk bukti jelas di email dan bukti di gojeknya sendiri Pas mau bayar sisanya 3 tagihan lagi biar lunas nih malah buka bukti di gojek ga bisa2!! Email ga masuk!!? Uang gopay sudah berkurang semua!!!! Ga jelas ngetik mau jelasin macet2!"
Hari Wiratmoko,5,2023-10-31 11:34:36,Ok
Alvaro Gunawan,5,2023-10-31 11:23:39,Ok
Artaditha Gendis,4,2023-10-31 11:13:51,Bagus
Tiosatria Putra,1,2023-10-31 11:08:02,Ingin top up via Indomaret selalu gagal
ღ Nightcore [•Warehouse•] ღ,3,2023-10-31 11:03:42,"Pelayanan di aplikasinya udh bagus, cuma tolonglah developer. Ini aplikasinya sering bgt ngebug di alamatnya dan sering crash"
Sigep Pratama,1,2023-10-31 11:03:05,Baru nyobak
Catatan Investasi,5,2023-10-31 10:56:35,Ok
Pengguna Google,4,2023-10-31 10:43:43,Oke
Rosa Delima,5,2023-10-31 10:42:05,Bagus
Fla Cats,1,2023-10-31 10:39:35,"Makin kesini promo maakanan mahal2 ajg , gk pke vocer promo mahal , pas tmbh vocer hrganya 2x lipat.. Sampah , pntas mkin sepi"
Siti Badriah,5,2023-10-31 10:31:40,datang tepat waktu
Kevin Bramazta Hutajulu Kevin Bramazta,2,2023-10-31 10:30:51,iya
arbi,5,2023-10-31 10:30:20,Bagus
Rifki satya,1,2023-10-31 10:29:45,Kenapa sekarang makin jellek force close jaringan internet mati padahal jaringan bagus
Chai Reni,5,2023-10-31 10:27:07,Mantul
Anggriawan Prima Arfian,5,2023-10-31 10:23:38,Keren
Monita Sihombing,5,2023-10-31 10:22:38,Mempermudah banyak hal.. Praktis
albarmaulan,5,2023-10-31 10:20:48,Mantap
Rosa Fitri Ani,5,2023-10-31 10:03:03,"sukaa, apk ini cocok buat saya yg suka makan tapi males keluar rumah, cuman ongkir nya mahal.. it's okay pokoknya tetep the best✨✨"
Ayam bakar candi,5,2023-10-31 09:48:03,"Drivernya friendly,ramah dan tau banget dg rutenya"
P F a,5,2023-10-31 09:47:45,Ok
Haldi Dermawan,1,2023-10-31 09:40:54,perubahan makin gak jelas banyak yang gak dikasih akses tiba tiba aneh banget
khalila medina,5,2023-10-31 09:27:14,Aplikasi nya membantu
Sepri Ruli Efendi,1,2023-10-31 09:25:49,Saya membeli pulsa pakai coins tapi tidak di proses status menunggu
WA2N KURNIA-ONE,1,2023-10-31 09:21:50,"SEBAGAI YANG KATANYA PERNAH MENGKLAIM DIRINYA SEBAGAI PELOPOR OJEK ONLINE DI INDONESIA, SEHARUSNYA ANDA (PT. GOTO) TIDAK LATAH/TIDAK IKUT-IKUTAN DENGAN APLIKASI PESAING (GRAB INDRIVER MAXIM) UNTUK INOVASI APLIKASI DRIVER. HATI DRIVER GOJEK MANA YG TIDAK SAKIT KLO GOJEK/ GOTO BERENCANA MENERAPKAN SISTEM GORIDE NEGO, YG MANA ITU SANGAT MEMBERATKAN DRIVER DLM MENDAPATKAN ORDERAN. BAYANGKAN, DRIVER YG SDH SUSAH PAYAH TERAPI SAMPAI JADI GACOR, MALAH HARUS IKUTI LELANG ORDERAN MACAM INDRIVER."
kedai buciin,1,2023-10-31 09:20:22,"Error trus,"
MasBim,1,2023-10-31 09:18:11,Ribet bngt loginnya. Link connect ke sms tapi pas di buka gagal mulu
Tati Hartati,1,2023-10-31 09:12:25,Apk gajelas
Bima tri Firmansyah,5,2023-10-31 09:12:18,byk bonus nya 😃😃😃😃
Abel Yulio,1,2023-10-31 09:11:57,Mending gofood di hapus saja.
Kesetian Cinta Abadi,5,2023-10-31 08:58:45,Jos
Adi Putra,1,2023-10-31 08:55:11,ENGGAK LAGI LAGI DAH PAKE APK INI JELAS JELAS TRANSAKSI BERHASIL DAN SALDO KEPOTONG... BUAT NGAMBIL KODE REEDEM TRANSAKSI GOOGLE PLAY NYA KAN DI RIWAYAT MASA GAK BISA KEBUKA.... 2X TRANSAKSI SAMA AJA KEPOTONG SALDO NYA TAPI GAK JELAS GAK BISA LIAT RIWAYAT TRANSAKSI .... SINYAL MESTI SEKENCANG APA SI... HADEH!!
Ryan Sowalo,5,2023-10-31 08:48:17,"Bagus banget apk ini untuk memudahkan kita tanpa keluar buat beli sesuatu,"
Inara Channel,1,2023-10-31 08:46:42,Semenjak update alamat rumah jadi eror sampe berdebat sama kurir gofood nya
MOHAMMAD IHSAN IDRIS,5,2023-10-31 08:44:59,Mantap
Resturara,1,2023-10-31 08:36:01,"Bapak gojek sialan. Dia yang salah malah salahin ibu saya, ngatain ibu saya pula. Salahin ibu saya gak bener taro alamat pdhl ibu saya sdh teriak-teriak manggil dianya budek gak denger. Dia yg salah, dia yg marah, ngatain ibu saya (ta*, anj*ng). Saya gak mau tau kalau saya liat ada bapak-bapak gojek seperti itu lagi, saya minta mereka untuk minta maaf dan dikeluarkan."
ryan pratama,1,2023-10-31 08:29:43,"Cukup lah, uninstall. Banyak mengecewakan sekarang. Goodbye gojek"
mucil 96,1,2023-10-31 08:26:26,Saya tidak bisa login ke aplikasinya dan pay leter juga tdk bisa digunakaan
Fius Pratyo,5,2023-10-31 08:17:18,Good
ali nurdin,5,2023-10-31 08:08:28,Ok
Ipan Puji,5,2023-10-31 08:08:07,Mantap
Daniel rus,1,2023-10-31 08:07:57,Ksh bintang 1 aja dlu.. Banyak PHP nya Gopay laternya tdk bisa.. Gopay pinjaman tdk bisa...
Arie Fianto,5,2023-10-31 08:00:31,Lebih mudah dan lebih...
Wajar Kusumawati,5,2023-10-31 07:50:10,Banyakin lagi voucher potongan harganya donkkss
Sandi Dwi Warna Angkasa,5,2023-10-31 07:48:00,sangat aman naik kendaraan umum
Nadilla Putri,1,2023-10-31 07:45:30,Saldo ilang 100. Tranfer gagal. Komplain C.S. katanya udah di benerin saldo udah bisa dipakai. Nyatanya bodong
Krisna Priambada,1,2023-10-31 07:36:35,Senin tgl 30 okt naik dari pintu tol Bekasi Timur saya bawa barang dua dus kecil tapi driver minta tambahan karena katanya berat motor nya bisa rusak sebetulnya buat saya ga masalah tapi ternyata dia ga bisa menemukan alamat dan akhirnya saya diturunkan di jalan lalu karena saya capek akhirnya nego untuk cari alamat tapi bayar di luar aplikasi dan harga nya di patok sama dengan harga yg sudah saya bayar sebelum nya..dan ternyata alamat itu dekat dgn dengan tempat saya di turunkan
nznz ndnd,5,2023-10-31 07:35:03,"Aplikasi sangat bagus sekali. cepat dan tanggap, driver juga sangat ramah, aplikasi sangat rekomended"
Dewi Puspitasari,1,2023-10-31 07:19:42,Tiba2 batalin pesanan gofood tanpa keterangan jelas
AD M,2,2023-10-31 07:03:13,Saya baru buka lagi aplikasi ini karena saya kecewa dengan Drive motornya sombong n tidak sopan. Saya ada story' order sudah 1 jam lebih baru datang. Lha giliran sudah sampai malah pergi tidak mau antar . Waktu itu dari pasar dan bawahan saya hanya 2 kantong palstik.mohon admin tolong dididik para Drive motor agar lebih baik lagi.terima kasih .
Jae yoen han,5,2023-10-31 07:02:39,Bagusssssseweew
Euis Kartini,5,2023-10-31 06:57:23,Terus amanah ya 🤲🤲🤲🙏👍
Dody Solehuddin,1,2023-10-31 06:54:31,"Saya laporan tp tidak ada tindak lanjut. Saya sering pakai dan sering top up, giliran ada masalah sama pesanan, respon mengecewakan"
Adinda Novia,1,2023-10-31 06:48:57,"2 hari terakhir sama sekali tidak bisa dibuka, cuma sampai logo gojek lalu force close, mohon diperbaiki"
F Squad,5,2023-10-31 06:48:25,Bagus lah
HJOS Chanel,5,2023-10-31 06:48:06,selallu mantap
iksan fathoroni,1,2023-10-31 06:42:49,Kok jadi gini sih malah gk bs buat transaksi.... Disuruh nunggu terus... PIN nya sering error lah pakek sidik jari tdk ke ditek lah... Kalau error yah error aja... Hbs itu benerin servernya hadeh
Putri Memey,5,2023-10-31 06:41:00,good
Nadi New,5,2023-10-31 06:38:45,Bagus
dede sri Sukarsih,5,2023-10-31 06:34:40,aplikqsi anak bangsa yang bagus. sering banyak promo ya biar g beralih ke competitormu hehe
labbaik azam,5,2023-10-31 06:27:21,Bagus
Kuriawan Ari,5,2023-10-31 06:25:43,Aplikasi sangat membantu
Ikka oktaviani Oktaviani,5,2023-10-31 06:24:04,Gojek memang oke
Miftah Zanah,5,2023-10-31 06:22:37,gojek mantap dech 👍🏻👍🏻👍🏻👍🏻
Erwin Susanto Zebua,5,2023-10-31 06:21:43,Sangat Membantu untuk beraktifitas setiap hari
Ficycipto Yudha,1,2023-10-31 06:19:54,"Ongkir gofood mahal, dan driver lama pedahal ga pake promo hemat, biaya appnya juga cukup besar. Semakin mengkapitalis"
rini martini,1,2023-10-31 06:16:48,Pelayanannya tidak memuaskan
STRIKA PANAS,5,2023-10-31 06:06:10,"Hallo gojek, klo mau bertanya ttg gojek kmn sya hubungi y?"
Kayara,5,2023-10-31 06:04:23,"Udah darilama selalu pake gojek, soalnya simple banget, cepat sampainya terus ramah-ramah abang gojeknya"
Nurohman Rohman,5,2023-10-31 05:58:12,Good
Arif Supriadi,1,2023-10-31 05:57:45,Semua aplikator...sudah g ada kerjasama ....
Win Evanto,5,2023-10-31 05:55:53,Mantap
89 Petshop,5,2023-10-31 05:54:12,Terbaik
Stera Maman Soba,5,2023-10-31 05:51:10,Nyip
Herdika Pratama,1,2023-10-31 05:36:53,Eror udah uninstal trs download lagi tetap gak bisa masuk ke aplikasi
Andi Lutfi,5,2023-10-31 05:27:43,So far ok
Meli ana,4,2023-10-31 05:25:19,Driver mobil nya sering tiba2 cancel kenapa ya? Trus kalo pesan mobil yg XL pasti nyangkut nya ke mobil yg biasa padahal dari aplikasi kita udah klik yg mobil XL. Jadi susah kalo pas butuh mobil yg besar buat jalan sama keluarga.
Syahirrah nada,4,2023-10-31 05:21:44,"Gabisa masukk, udah nyoba pake nomor yg masi aktif dan di pakai tapi gakbisaa loading Mulu, di uninstall terus install lagi juga tetep sama_-"
T Rezi,5,2023-10-31 05:12:01,Berehhh
Widyantomo Himawan,5,2023-10-31 05:09:23,Mantap
Dwi Risdiana,1,2023-10-31 05:06:41,"Tuhann Demiii banget, itu kenapa ada restoran yang gini amat. Udah di konfirmasi pesenan okayy trus bang gojek tlpn katanya salah satu pesenan kosong itu dah minus satu ya udah diganti sama makanan yang harga nya sama, eh malah di oper diver jadi telat pengiriman nya ya okay lah masih ku tungguin dah hampir satu jam malah di cancel siapa yang nghak emosi udah kelaparan nungguin malah di cancel. Kenapa ya whayyy?"
EU'MAN DJARO,5,2023-10-31 05:04:12,membuat perjalanan dan belanja semakin mudah.... TINGGAL KLIK....
D&A,1,2023-10-31 04:59:43,"Semenjak di pegang dora. Sistem acak²an, harga jadi ga ngotak. Cindo biadab"
peni yanda,5,2023-10-31 04:55:35,"Aplikasi bagus, memudahkan dalam transportasi, dan mengakses berbagai konsumsi dan kebutuhan harian. Semoga Gojek bisa lebih meluaskan manfaatnya menjangkau daerah dan kabupaten di Indonesia 😊"
Oliver Sinambela,1,2023-10-31 04:53:54,gabisa pengembalian uang
Erry Noegroho,5,2023-10-31 04:52:24,Presisi
Dicky Nofriansyah Sufi,5,2023-10-31 04:51:38,sangat membantu dalam mobilisasi keseharian
idham naylapatih,2,2023-10-31 04:47:45,Aplikasi force closed terus.. Kemarin2 mah perasaan lancar2 aja.. Semenjak di update jd gini
Rezza Wiguna rifai,5,2023-10-31 04:46:31,Aplikasi ini sangat bermanfaat sekali untuk saya
Niken Cahya,4,2023-10-31 04:35:05,"Kadang kalau pesan gojek kadang map kok gak sesuai,apa memang sinyal"
Ardianayah Brave,1,2023-10-31 04:32:33,"Kasian driver di potong 35%, contoh prlanggan bayar 12k bersih driver cuma 8k APLIKATOR GA PUNYA OTAK, Malah ada fitur NEGO udah pendapatan minim kebanyakan pengeluaran bensin GEDE itu kasian driver, contoh Driver pendapatan kotor 200k bensin 40k blm lagi onderdil service oli dll yg harus di sisihkan, APLIKATOR SEPERTI PREDATOR MEMATIKAN MEMISKINKAN MITRA, TIDAK MENSEJAHTERAKAN MITRA"
Catur Arianto,5,2023-10-31 04:30:01,Bintangnya g ku rubah y... cuma mo komen akhir2 ini knapa jd sering error ya...
Kristianto Nugroho,2,2023-10-31 04:22:42,"Bintang 4 untuk si ijo satunya yg promony banyk gak ribet. Bintang 5 untuk si orange yg murahnya kebangetan.... 😀 maaf Gojek, walau kamu aplikasi anak bangsa, gak semua anak bangsa bisa bantu untuk biaya jasa aplikasi yang 4 rb. Shari saya bisa 3 order. Sudah 12rb. X 30 dah gak masuk akal buat pakai gojek lagi.... Thanks..."
Grace Lidya,5,2023-10-31 04:19:34,Sangat membantu
Zahwa mukhlisa rahayu,5,2023-10-31 04:13:47,BAGUSSSS
Orenze Nuia,5,2023-10-31 04:12:21,Selalu kasih harga yang terbaik
Sar3006 Sar,5,2023-10-31 04:03:53,Sangat membantu
Lay Mail,5,2023-10-31 03:51:11,Ok
Maulina Sari,1,2023-10-31 03:40:59,uang saya hilang karena driver gojek..
Balma Balma,5,2023-10-31 03:39:13,Aplikasi yg Sangat membantu
achmad mulyana,2,2023-10-31 03:38:22,"Gopaylatter sekarang makin dipersulit padahal gada tagihan apapun aman aman saja udan pd clear, kayanya mau pindah ke aplikasi sebelah kapok pake paylatter yg sekarang 🙏🙏🙏"
